question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
35,transaction_object_detection,Berapa jumlah record deteksi per jenis objek?,"SELECT `type`, COUNT(*) AS total FROM `transaction_object_detection` GROUP BY `type` ORDER BY total DESC",transaction_object_detection,0.6569,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:42.945776
36,transaction_object_detection,Berapa total objek yang terdeteksi per hari?,"SELECT COUNT(*) AS total_objects, DATE(detection_time) AS detection_date FROM transaction_object_detection GROUP BY detection_date ORDER BY detection_date DESC",transaction_object_detection,0.8421,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:43.788393
37,transaction_object_detection,Berapa total objek yang terdeteksi per jam pada tanggal 19 Februari 2025?,"SELECT HOUR(detection_time) AS hour, COUNT(*) AS total FROM transaction_object_detection WHERE detection_time >= '2025-02-19 00:00:00' AND detection_time < '2025-02-20 00:00:00' GROUP BY hour ORDER BY total DESC",transaction_object_detection,1.6142,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:45.402584
38,transaction_object_detection,Berapa total deteksi setiap jenis objek per hari?,"SELECT `type`, COUNT(`value`) AS `total_deteksi`, DATE(`detection_time`) AS `tanggal` FROM `transaction_object_detection` GROUP BY `type`, `tanggal` ORDER BY `tanggal` DESC",transaction_object_detection,1.1511,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:46.553710
39,transaction_object_detection,Jenis objek apa yang paling banyak jumlah totalnya?,"SELECT type, COUNT(*) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1",transaction_object_detection,0.6298,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:47.183515
40,transaction_object_detection,Jenis objek apa yang paling sering muncul dalam record deteksi?,"SELECT `type`, COUNT(`value`) AS total FROM `transaction_object_detection` GROUP BY `type` ORDER BY total DESC LIMIT 1",transaction_object_detection,0.7411,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:47.924646
41,transaction_object_detection,Pada jam berapa deteksi people terbanyak terjadi?,"SELECT `detection_time`, COUNT(CASE WHEN `type` = 'people' THEN 1 END) AS max_people_count FROM `transaction_object_detection` WHERE `type` = 'people' GROUP BY `detection_time` ORDER BY max_people_count DESC, `detection_time` ASC LIMIT 1",transaction_object_detection,1.522,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:49.446689
42,transaction_object_detection,Berapa persentase setiap jenis objek dari total keseluruhan?,"SELECT type, COUNT(*) AS total_type, COUNT(*) OVER() AS total_all, ROUND((COUNT(*))/(COUNT(*) OVER()), 2) AS persentase FROM transaction_object_detection GROUP BY type ORDER BY persentase DESC",transaction_object_detection,1.2237,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:50.670349
43,transaction_object_detection,Tampilkan total deteksi objek per jenis dari device edge_1,"SELECT type, COUNT(*) AS total FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type ORDER BY total DESC",transaction_object_detection,0.7464,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:51.416700
44,transaction_enose + transaction_object_detection,Device apa saja yang ada di tabel e-nose tapi tidak ada di tabel object detection?,SELECT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT device_id FROM transaction_object_detection) GROUP BY device_id HAVING COUNT(*) = 1,"transaction_enose, transaction_object_detection",0.9979,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:52.414607
45,transaction_enose + transaction_object_detection,Berapa jumlah transaksi per hari dari kedua tabel digabung?,"SELECT DATE(transaction_enose.date_time) AS date, COUNT(*) AS total FROM transaction_enose LEFT JOIN transaction_object_detection ON transaction_enose.device_id = transaction_object_detection.device_id GROUP BY date ORDER BY date DESC","transaction_enose, transaction_object_detection",1.2787,mistral:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:46:53.693351
