question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
11,transaction_enose,SELECT MAX(date_time) AS transaksi_terakhir FROM transaction_enose,"SELECT DATE_FORMAT(date_time, '%Y-%m-%d %H:%i:%s') AS last_transaction FROM transaction_enose ORDER BY date_time DESC LIMIT 1",False,True,True,True,False,True,True,match,0.289,0.5,,,
12,transaction_enose,SELECT * FROM transaction_enose WHERE TIME(date_time) BETWEEN '10:00:00' AND '12:00:00',SELECT * FROM transaction_enose WHERE TIME(date_time) BETWEEN '10:00:00' AND '12:00:00',True,True,True,True,False,True,True,match,1.057,1.006,,,
13,transaction_enose,"SELECT MIN(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS min_score FROM transaction_enose","SELECT MIN(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) AS min_score FROM transaction_enose WHERE JSON_EXTRACT(value, '$.score') IS NOT NULL",False,False,True,True,False,True,True,mismatch,2.009,0.934,,,
14,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC","SELECT device_id, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY device_id",False,True,True,True,False,True,True,match,0.559,0.567,,,
15,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Class:Baik%' THEN 1 ELSE 0 END) AS total_baik, SUM(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 ELSE 0 END) AS total_cacat_mutu FROM transaction_enose","SELECT 'Baik' AS klasifikasi, COUNT(*) AS total_baik FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.klasifikasi')) = 'Baik' UNION ALL SELECT 'Cacat Mutu', COUNT(*) AS total_cacat_mutu FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.klasifikasi')) = 'Cacat Mutu'",False,False,True,True,False,True,True,mismatch,0.939,0.373,,,
16,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Multiclass:A%' THEN 1 ELSE 0 END) AS A, SUM(CASE WHEN value LIKE '%Multiclass:B%' THEN 1 ELSE 0 END) AS B, SUM(CASE WHEN value LIKE '%Multiclass:C%' THEN 1 ELSE 0 END) AS C, SUM(CASE WHEN value LIKE '%Multiclass:D%' THEN 1 ELSE 0 END) AS D, SUM(CASE WHEN value LIKE '%Multiclass:E%' THEN 1 ELSE 0 END) AS E FROM transaction_enose","SELECT JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.multiclass')) AS multiclass, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY multiclass ORDER BY total_transactions DESC",False,False,True,True,False,True,True,mismatch,18.13,3.13,,,
17,transaction_enose,"SELECT type, AVG(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS avg_score FROM transaction_enose GROUP BY type ORDER BY avg_score DESC","SELECT type, AVG(JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.score'))) AS avg_score FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.type') = 'teh' GROUP BY type",False,False,True,True,False,True,True,mismatch,1.525,1.42,,,
18,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC LIMIT 1","SELECT device_id, COUNT(*) AS send_count FROM transaction_enose GROUP BY device_id ORDER BY send_count DESC LIMIT 1",False,True,True,True,False,True,True,match,0.634,0.614,,,
19,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY tanggal ORDER BY tanggal","SELECT COUNT(*) AS total_transactions, DATE(date_time) AS transaction_date FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY DATE(date_time)",False,False,True,True,False,True,True,mismatch,0.959,1.075,,,
20,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose GROUP BY tanggal ORDER BY total DESC LIMIT 1","SELECT DATE(date_time) AS transaction_date, COUNT(*) AS transaction_count FROM transaction_enose GROUP BY DATE(date_time) ORDER BY transaction_count DESC LIMIT 1",False,True,True,True,False,True,True,match,0.726,0.7,,,
21,transaction_enose,"SELECT ROUND(COUNT(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 END) * 100.0 / COUNT(*), 2) AS persen_cacat_mutu FROM transaction_enose","SELECT COUNT(*) * 100 / (SELECT COUNT(*) FROM transaction_enose) AS percentage FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.quality')) = 'Cacat Mutu'",False,False,True,True,False,True,True,mismatch,1.155,0.718,,,
22,transaction_enose,"SELECT DATE_FORMAT(date_time, '%Y-%m') AS bulan, COUNT(*) AS total FROM transaction_enose GROUP BY bulan HAVING total > 20 ORDER BY bulan","SELECT MONTH(date_time) AS month, COUNT(*) AS transaction_count FROM transaction_enose WHERE type = 'e-nose' GROUP BY MONTH(date_time) HAVING transaction_count > 20",False,False,True,True,False,True,True,mismatch,0.696,0.928,,,
23,transaction_enose,SELECT * FROM transaction_enose WHERE DATE(date_time) = (SELECT DATE(date_time) FROM transaction_enose GROUP BY DATE(date_time) ORDER BY COUNT(*) DESC LIMIT 1),"SELECT t.date_time, COUNT(*) AS transaction_count FROM (SELECT DATE(date_time) AS date FROM transaction_enose GROUP BY DATE(date_time) ORDER BY COUNT(*) DESC LIMIT 1) max_date CROSS JOIN transaction_enose t WHERE DATE(t.date_time) = max_date.date GROUP BY t.date_time",False,False,True,True,False,True,True,mismatch,1.234,1.459,,,
24,transaction_object_detection,SELECT * FROM transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,5.166,35.81,,,
25,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,True,True,True,True,False,True,True,match,5.029,5.037,,,
26,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,True,True,True,True,False,True,True,match,2.881,3.943,,,
27,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time ASC LIMIT 1,SELECT * FROM transaction_object_detection ORDER BY detection_time ASC LIMIT 1,True,True,True,True,False,True,True,match,3.492,3.432,,,
28,transaction_object_detection,SELECT DISTINCT type FROM transaction_object_detection,SELECT DISTINCT type FROM transaction_object_detection,True,True,True,True,False,True,True,match,5.392,4.804,,,
29,transaction_object_detection,SELECT * FROM transaction_object_detection WHERE type = 'car',SELECT * FROM transaction_object_detection WHERE type = 'car',True,True,True,True,False,True,True,match,6.893,5.499,,,
30,transaction_object_detection,SELECT COUNT(*) AS total_record FROM transaction_object_detection WHERE type = 'bus',SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type = 'bus',True,True,True,True,False,True,True,match,3.796,3.75,,,
31,transaction_object_detection,SELECT * FROM transaction_object_detection WHERE value < 5,SELECT * FROM transaction_object_detection WHERE value < 5,True,True,True,True,False,True,True,match,32.302,32.742,,,
32,transaction_object_detection,SELECT MAX(detection_time) AS deteksi_terakhir FROM transaction_object_detection,SELECT detection_time FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,False,True,True,True,False,True,True,match,4.146,4.524,,,
33,transaction_object_detection,SELECT MIN(value) AS min_objek FROM transaction_object_detection,SELECT MIN(value) AS min_value FROM transaction_object_detection,True,True,True,True,False,True,True,match,9.146,3.753,,,
34,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC","SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC",True,True,True,True,False,True,True,match,6.365,7.64,,,
35,transaction_object_detection,"SELECT type, COUNT(*) AS jumlah_record FROM transaction_object_detection GROUP BY type ORDER BY jumlah_record DESC","SELECT type, COUNT(*) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC",False,True,True,True,False,True,True,match,4.811,5.783,,,
36,transaction_object_detection,"SELECT DATE(detection_time) AS tanggal, SUM(value) AS total FROM transaction_object_detection GROUP BY tanggal ORDER BY tanggal","SELECT DATE(detection_time) AS detection_date, SUM(value) AS total_objects FROM transaction_object_detection GROUP BY DATE(detection_time)",False,True,True,True,False,True,True,match,6.492,7.391,,,
37,transaction_object_detection,"SELECT HOUR(detection_time) AS jam, SUM(value) AS total FROM transaction_object_detection WHERE DATE(detection_time) = '2025-02-19' GROUP BY jam ORDER BY jam","SELECT HOUR(detection_time) AS hour, COUNT(*) AS total_objects FROM transaction_object_detection WHERE DATE(detection_time) = '2025-02-19' GROUP BY HOUR(detection_time) ORDER BY hour",False,False,True,True,False,True,True,mismatch,3.836,3.932,,,
38,transaction_object_detection,"SELECT DATE(detection_time) AS tanggal, type, SUM(value) AS total FROM transaction_object_detection GROUP BY tanggal, type ORDER BY tanggal, type","SELECT type, DATE(detection_time) AS detection_date, COUNT(*) AS total_detections FROM transaction_object_detection GROUP BY type, DATE(detection_time) ORDER BY type, detection_date DESC",False,False,True,True,False,True,True,mismatch,6.864,19.205,,,
39,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1","SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1",True,True,True,True,False,True,True,match,7.146,10.473,,,
40,transaction_object_detection,"SELECT type, COUNT(*) AS jumlah_record FROM transaction_object_detection GROUP BY type ORDER BY jumlah_record DESC LIMIT 1","SELECT type AS jenis_objek, COUNT(*) AS frequency FROM transaction_object_detection GROUP BY type ORDER BY frequency DESC LIMIT 1",False,True,True,True,False,True,True,match,5.376,4.255,,,
41,transaction_object_detection,"SELECT HOUR(detection_time) AS jam, SUM(value) AS total FROM transaction_object_detection WHERE type = 'people' GROUP BY jam ORDER BY total DESC LIMIT 1","SELECT HOUR(detection_time) AS hour, COUNT(*) AS detection_count FROM transaction_object_detection WHERE type = 'people' GROUP BY HOUR(detection_time) ORDER BY detection_count DESC LIMIT 1",False,False,True,True,False,True,True,mismatch,4.278,3.978,,,
42,transaction_object_detection,"SELECT type, SUM(value) AS total, ROUND(SUM(value) * 100.0 / (SELECT SUM(value) FROM transaction_object_detection), 2) AS persentase FROM transaction_object_detection GROUP BY type ORDER BY total DESC","SELECT type, COUNT(*) * 100 / SUM(COUNT(*)) OVER () AS percentage FROM transaction_object_detection GROUP BY type",False,False,True,True,False,True,True,mismatch,6.319,11.081,,,
43,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type ORDER BY total DESC","SELECT type, COUNT(*) AS total_detection FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type",False,False,True,True,False,True,True,mismatch,5.874,7.577,,,
44,transaction_enose + transaction_object_detection,SELECT DISTINCT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT DISTINCT device_id FROM transaction_object_detection),SELECT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT device_id FROM transaction_object_detection),False,False,True,True,False,True,True,mismatch,5.499,4.949,,,
45,transaction_enose + transaction_object_detection,"SELECT tanggal, SUM(total) AS total_gabungan FROM (SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose GROUP BY DATE(date_time) UNION ALL SELECT DATE(detection_time) AS tanggal, COUNT(*) AS total FROM transaction_object_detection GROUP BY DATE(detection_time)) AS gabungan GROUP BY tanggal ORDER BY tanggal","SELECT DATE(date_time) AS transaction_date, COUNT(*) AS total_transactions FROM (SELECT date_time FROM transaction_enose UNION ALL SELECT detection_time FROM transaction_object_detection) AS combined_transactions GROUP BY DATE(transaction_date) ORDER BY transaction_date DESC",False,True,True,True,False,True,True,match,8.1,7.637,,,
