question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
29,transaction_object_detection,Tampilkan semua data deteksi untuk objek 'car',SELECT * FROM transaction_object_detection WHERE type = 'detected_object' AND object_name = 'car',transaction_object_detection,0.4355,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:31.472375
30,transaction_object_detection,Berapa jumlah record deteksi untuk jenis 'bus'?,SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type = 'bus',transaction_object_detection,0.3905,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:31.863906
31,transaction_object_detection,Tampilkan deteksi objek yang nilainya kurang dari 5,SELECT * FROM transaction_object_detection WHERE value < 5 AND foreign_key('device_id') IS NOT NULL,transaction_object_detection,0.431,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:32.296041
32,transaction_object_detection,Kapan deteksi objek terakhir dilakukan?,SELECT detection_time AS last_detection_time FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,transaction_object_detection,0.4786,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:32.775701
33,transaction_object_detection,Berapa nilai minimum objek yang terdeteksi dalam satu snapshot?,SELECT MIN(value) AS min_value FROM transaction_object_detection WHERE detection_time BETWEEN '2025-01-01' AND '2025-01-31' ORDER BY value ASC LIMIT 1,transaction_object_detection,0.8078,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:33.584514
34,transaction_object_detection,Berapa total masing-masing jenis objek yang terdeteksi?,"SELECT type, COUNT(*) AS total FROM transaction_object_detection GROUP BY type",transaction_object_detection,0.4067,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:33.992182
35,transaction_object_detection,Berapa jumlah record deteksi per jenis objek?,"SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type IN ('detection', 'recognition')",transaction_object_detection,0.4408,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:34.434571
36,transaction_object_detection,Berapa total objek yang terdeteksi per hari?,"SELECT COUNT(*) AS total FROM transaction_object_detection WHERE detection_time >= DATE_SUB(NOW(), INTERVAL 1 DAY)",transaction_object_detection,0.5438,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:34.979331
37,transaction_object_detection,Berapa total objek yang terdeteksi per jam pada tanggal 19 Februari 2025?,SELECT COUNT(*) AS total FROM transaction_object_detection WHERE detection_time >= '2025-02-19 00:00:00' AND detection_time < '2025-02-20 00:00:00',transaction_object_detection,0.9219,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:35.902364
38,transaction_object_detection,Berapa total deteksi setiap jenis objek per hari?,"SELECT COUNT(*) AS total, type FROM transaction_object_detection WHERE detection_time >= CURDATE() AND device_id IN (SELECT id FROM device WHERE type = 'camera') GROUP BY type ORDER BY total DESC",transaction_object_detection,0.7861,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:36.689636
39,transaction_object_detection,Jenis objek apa yang paling banyak jumlah totalnya?,"SELECT detection_type, COUNT(*) AS total FROM transaction_object_detection WHERE type = 'detection' GROUP BY detection_type ORDER BY total DESC LIMIT 1",transaction_object_detection,0.6084,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:37.298072
40,transaction_object_detection,Jenis objek apa yang paling sering muncul dalam record deteksi?,"SELECT detection_time, type, COUNT(*) AS total FROM transaction_object_detection WHERE detection_time > '2023-12-31 23:59:59' AND device_id IN (SELECT device_id FROM transaction_object_detection GROUP BY device_id ORDER BY SUM(type) DESC LIMIT 1) ORDER BY total DESC",transaction_object_detection,1.177,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:38.476108
41,transaction_object_detection,Pada jam berapa deteksi people terbanyak terjadi?,SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type = 'people' AND detection_time >= CURDATE() - INTERVAL 1 DAY,transaction_object_detection,0.591,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:39.067147
42,transaction_object_detection,Berapa persentase setiap jenis objek dari total keseluruhan?,"SELECT type, COUNT(*) AS total, (COUNT(*)/ (SELECT COUNT(*) FROM transaction_object_detection)) * 100 AS percentage FROM transaction_object_detection WHERE detection_time >= '2023-01-01' AND detection_time < '2024-01-01' GROUP BY type",transaction_object_detection,1.0842,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:40.152389
43,transaction_object_detection,Tampilkan total deteksi objek per jenis dari device edge_1,SELECT COUNT(*) AS total FROM transaction_object_detection WHERE detection_time >= DATE('2023-05-01') AND type = 'edge' AND device_id = 'edge_1',transaction_object_detection,0.7283,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:40.881719
44,transaction_enose + transaction_object_detection,Device apa saja yang ada di tabel e-nose tapi tidak ada di tabel object detection?,SELECT DISTINCT transaction_enose.device_id FROM transaction_object_detection WHERE transaction_object_detection.device_id NOT IN (SELECT device_id FROM transaction_enose),"transaction_enose, transaction_object_detection",0.7286,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:41.611865
45,transaction_enose + transaction_object_detection,Berapa jumlah transaksi per hari dari kedua tabel digabung?,"SELECT COUNT(*) AS total FROM transaction_enose JOIN transaction_object_detection ON transaction_enose.device_id = transaction_object_detection.device_id GROUP BY YEAR(transaction_enose.date_time), MONTH(transaction_enose.date_time)","transaction_enose, transaction_object_detection",0.9331,smollm2:1.7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-02-27T11:33:42.544977
